id,answer,answer_value,answer_unit,supporting_materials,explanation,ref_id,ref_url
q198,34%,34,percent,"Corporate reports have revealed the scale of water demand increases, with Microsoft reporting a 34% increase in global water consumption between 2021 and 2022, topping 1.7 billion gallons, while Google observed a 20% uptick in the same period [42, 78].",Quote,"['wu2021b', 'luccioni2025a', 'amazon2023']","['https://arxiv.org/pdf/2108.06738', 'https://arxiv.org/pdf/2501.16548', 'https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']"
q199,FALSE,0,is_blank,zschache2025: Dataset news yelp Model Energy (Wh) Accuracy Energy (Wh) Accuracy Linear BoW <0.01 0.65 <0.01 0.36 Linear Tf-idf <0.01 0.65 <0.01 0.34 Linear Embedding <0.01 0.83 0.04 0.43 XGBoost BoW <0.01 0.48 <0.01 0.31 XGBoost Tf-idf <0.01 0.52 <0.01 0.29 XGBoost Embedding 0.03 0.74 0.01 0.40 Llama 3.1 8B 4.31 0.71 4.73 0.58 Llama 3.1 70B 34.15 0.88 36.71 0.67 Qwen 2.5 7B 4.21 0.01 4.52 0.60 Qwen 2.5 72B 33.75 0.79 38.20 0.68 Phi 3.5 Mini 3.30 0.53 15.55 0.58 Phi 3.5 MoE 8.53 0.78 8.32 0.58 Jamba Mini 1.5 9.34 0.78 11.45 0.56 DS Llama 8B 60.58 0.82 97.18 0.62 DS Llama 70B 483.73 0.83 707.03 0.67 DS Qwen 14B 113.81 0.83 177.41 0.63 DS Qwen 32B 271.92 0.83 358.62 0.63,"According to the table in zschache2025, for the 'yelp' dataset (sentiment analysis), traditional models like Linear and XGBoost achieved accuracies ranging from 0.29 to 0.43. In contrast, Large Language Models (LLMs) such as Llama, Qwen, Phi, Jamba, and DS Llama achieved accuracies ranging from 0.56 to 0.68. The LLM accuracies are significantly higher than the traditional model accuracies, indicating they are not comparable.","['fernandez2025', 'luccioni2024']","['https://arxiv.org/pdf/2311.16863', 'https://arxiv.org/pdf/2504.17674']"
q201,1.11,1.11,is_blank,"The PUE for the Iowa datacenter where we ran Evolved Transformer is 1.11, a factor of 1.4X better.",Quote,"['patterson2021', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2104.10350']"
q204,255.5 billion queries,255.5,billion queries,"jegham2025, abstract","The abstract of the Jegham et al. (2025) paper states: 'Even a 0.42 Wh short query, when scaled to 700M queries/day, aggregates to annual electricity comparable to 35,000 U.S. homes...'. To estimate the total annual queries for 2025, the daily estimate of 700 million queries is multiplied by 365 days: 700,000,000 * 365 = 255,500,000,000, which is 255.5 billion queries.","['luccioni2024', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2311.16863']"
q205,53.0 score,53.0,score,Table in shen2024: '| OpenLLM Leaderboard Avg. | 51.0 | 51.1 | 46.4 | 53.0 |' for JetMoE model.,"The table in the provided document 'shen2024' lists the performance of various models, including 'JetMoE', on different benchmarks. Under the 'OpenLLM Leaderboard Avg.' row, the score for 'JetMoE' is explicitly stated as 53.0.","['chung2025', 'shen2024']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2404.07413']"
q206,Unable to answer with confidence based on the provided documents.,is_blank,training runs,is_blank,is_blank,"['luccioni2025a', 'cottier2024', 'morrison2025']","['https://arxiv.org/pdf/2501.16548', 'https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2405.21015']"
q208,FALSE,0,is_blank,"ebert2024: ""Elimination of open-source exemption: Remove the exemption that allows open-source models to bypass reporting obligations.""ebert2024: ""The first climate-related obligation in the AI Act concerns transparency and reporting, however not with respect to data centers, but concerning providers of high-risk and GPAI models [4].""ebert2024: ""For providers of GPAI models with systemic risk and providers of HRAI systems, the Act mandates risk assessment and mitigation (Art. 55(1)(b) and Art. 9).""ebert2024: ""Energy Reporting for High-Risk AI: Replace computational resource reporting with direct energy consumption disclosures for High-Risk AI systems.""","While an 'open-source exemption' generally allows open-source models to bypass reporting obligations, this exemption does not apply if the open-source general-purpose AI model poses systemic risk. For 'providers of GPAI models with systemic risk and providers of HRAI systems', the AI Act 'mandates risk assessment and mitigation' and includes 'transparency and reporting obligations'. The document further implies that for such models, reporting on 'computational resources' is currently required, even if direct energy consumption disclosures are only a proposal. Therefore, if an open-source model poses systemic risk, it is not 'fully exempt from reporting their energy consumption' (at least indirectly through computational resources), making the statement FALSE.","['luccioni2025a', 'ebert2024']","['https://arxiv.org/pdf/2410.06681', 'https://arxiv.org/pdf/2501.16548']"
q209,1.59,1.59,PUE,"The US national datacenter average in 2018 was 1.58, which is the value [Str19] used; In 2020, it was 1.59.",Quote,"['ebert2024', 'jegham2025']","['https://arxiv.org/pdf/2410.06681', 'https://arxiv.org/pdf/2505.09598']"
q210,5.312 GB,5.312,GB,"For example, as shown in Figure 1, in the OPT_2.7B model running on an AWS g4dn.xlarge instance with 1024 input tokens, the KV Cache consumes approximately 0.332GB at a batch size of 2. When the batch size increases to 32, the KV Cache expands to 5.312GB, which can lead to GPU memory exhaustion.",Quote,['kim2025'],['https://arxiv.org/pdf/2504.11816']
q212,29-49%,"[29,49]",percent,"Breaking down the total amortized model development cost for selected frontier models (GPT-3, OPT-175B, GPT-4 and Gemini Ultra), we found that R&D staff are a major component, making up 29–49% of the total. This motivates further research on the scaling of R&D labor with computing power.","The document explicitly states that for the selected frontier models (GPT-3, OPT-175B, GPT-4, and Gemini Ultra), R&D staff costs, including equity, constituted 29–49% of the total amortized model development cost.",['cottier2024'],['https://arxiv.org/pdf/2405.21015']
q213,CodeCarbon,CodeCarbon,is_blank,"Third, energy consumption was measured using CodeCarbon, a tool recognized for providing reliable estimates of a machine’s total energy use (Bouza et al., 2023).",The document explicitly states that 'energy consumption was measured using CodeCarbon'.,"['chung2025', 'zschache2025']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2508.14170 ']"
q214,53%,53,percent,"Our results, shown in Figure 3, reveal that 75% of media articles relayed energy estimates for a ChatGPT query without mentioning uncertainties or even citing the sources for these figures: 53% of articles cite the figure of 3 Wh per ChatGPT query or claim it consumes 10 times more energy than a Google search42, 22% mention other precise energy numbers for ChatGPT queries, comparing them to the number of American households or LED light bulbs43 (likely using the same 3 Wh figure), 11% prefer to provide global figures on the energy impact of data centers44, 8% discuss other topics, particularly DeepSeek45 and optimizations with ternary neural network architectures to improve energy efficiency46 and only 5% explicitly call for transparency or necessary caution when addressing this subject47, stating that the true figures remain unknown.",The document explicitly states that '53% of articles cite the figure of 3 Wh per ChatGPT query or claim it consumes 10 times more energy than a Google search'.,['luccioni2025c'],['https://arxiv.org/pdf/2506.15572']
q216,Compute Time Calibration Function (CTCF),Compute Time Calibration Function (CTCF),is_blank,"Additionally, the Compute Time Calibration Function (CTCF) improves instance selection accuracy by adjusting for discrepancies between theoretical and actual GPU performance.",Quote,['kim2025'],['https://arxiv.org/pdf/2504.11816']
q217,TRUE,1,is_blank,"In order to ablate the effect of communication, we employ the same Llama 3.1 8B model and vary the number of GPUs used (Figure 9). Because the amount of computation executed is the same regardless of the number of GPUs, energy consumption should ideally be constant. Indeed, energy consumption barely changes when scaling from one GPU (no communication) to two, but when scaling further, energy consumption significantly increases. This is because, while the amount of computation decreases for each GPU, additional communication time between the GPUs offsets the reduction in computation time. Since communication time increases with the number of GPUs, using too many GPUs can lead to slowdowns in executing the same amount of computation and increase energy consumption.","The provided text explains that when scaling up the number of GPUs (which is analogous to increasing shards for a sharded model like LLaMA-65B), energy consumption significantly increases due to additional communication time between GPUs. This communication overhead offsets any reduction in computation per GPU, leading to higher overall energy consumption for the same amount of work (a response).",['samsi2024'],['https://arxiv.org/pdf/2310.03003']
q218,0.0022 kL,0.0022,kL,"We additionally estimate the environmental impact from mining rare earth metals used during manufacturing, assuming an H100 is 0.1% rare earth metal by mass. Mining 1 kg of rare earth materials consumes about 11 kL of water and releases 65.4 kg CO₂eq (Browning et al., 2016), and one 12-inch silicon wafer weighs 125 grams12 and produces about 63 H100s.13 14 Together, these add an additional 2.2 liters consumed and 0.013 kg CO₂eq per GPU.","The document explicitly states that mining rare earth metals for a single H100 GPU adds ""an additional 2.2 liters consumed"". To convert liters to kiloliters, divide by 1000: 2.2 L / 1000 = 0.0022 kL.","['jegham2025', 'morrison2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2503.05804']"
q219,FALSE,0,is_blank,"The open-source exemption from reporting obligations should be removed, as making parts of a model public does not justify exclusion from environmental accountability [4]. Open-source models can have significant energy implications and should adhere to the same reporting standards as proprietary models.","The document states that the open-source exemption from reporting obligations *should be removed*, implying that such an exemption *currently exists* under the rules the paper is discussing. Therefore, under current EU rules, open-source models are exempt from reporting their energy consumption.","['luccioni2025a', 'ebert2024']","['https://arxiv.org/pdf/2410.06681', 'https://arxiv.org/pdf/2501.16548']"
q220,30%,30,percent,"In 2020, Amazon, Google, Facebook, and Microsoft were the top four technology companies that purchased significant renewable energy capacities, accounting for 30% of the cumulative total from corporations globally [Schechner, 2021].","The document states that in 2020, Amazon, Google, Facebook (Meta), and Microsoft collectively accounted for 30% of the cumulative total of renewable energy capacities purchased by corporations globally, which includes Power Purchase Agreements.","['luccioni2025a', 'amazon2023']","['https://arxiv.org/pdf/2501.16548', 'https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']"
q222,Unable to answer with confidence based on the provided documents.,is_blank,USD,is_blank,"The document states that the total annual public health burden of U.S. data centers could exceed $20 billion by 2028, and that the cost from 2023 to 2028 is 'potentially tripling'. However, it does not provide a specific, definitive total public health cost for U.S. data centers in 2023.",['han2024'],['https://arxiv.org/pdf/2412.06288']
q223,Unable to answer with confidence based on the provided documents.,is_blank,multiplier,is_blank,"The provided documents state that GPT-4.1 nano is among the most resource-efficient systems for long-form prompts, while o3 exhibits 'substantially higher footprints.' However, specific energy consumption values (e.g., in Wh) for either model for a long prompt are not explicitly provided in the text or directly extractable from the descriptions of figures. The document mentions carbon emissions and water consumption for GPT-4.1 nano but not its energy consumption in Wh, which is needed to calculate the requested ratio for energy consumption.","['li2025b', 'jegham2025']","['https://arxiv.org/pdf/2304.03271', 'https://arxiv.org/pdf/2505.09598']"
q224,Mélange achieved cost reductions in the range of 15% to 77% compared to single-GPU baselines.,"[15,77]",percent,"Compared to using only a single GPU type, Mélange reduces deployment costs by up to 77% in conversational settings, 33% in document-based settings, and 51% in a mixed setting. Table from griggs2024: Rate (req/s) | Solver | L4 | A10G | A100 | H100 | Norm. Cost ($/hr) | Savings... 1 | H100-only | ... | 77.25%... 1 | A10G-only | ... | 15.35%","The document states that Mélange reduces deployment costs by 'up to 77% in conversational settings'. The 'conversational settings' refer to the Arena dataset. While the specific SLO of 120ms is not explicitly tied to a singular percentage, the general range of savings observed in the detailed cost tables (which are applicable to the Arena dataset, as confirmed by other text) spans from approximately 15.35% (A10G-only at 1 req/s) to 77.25% (H100-only at 1 req/s). Therefore, a range of 15% to 77% is appropriate.",['griggs2024'],['https://arxiv.org/pdf/2404.14527']
q225,Unable to answer with confidence based on the provided documents.,is_blank,tCO2e,is_blank,The provided documents do not contain information about the total estimated net carbon emissions for the pre-training of FLM-101B.,"['luccioni2023', 'patterson2021', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2302.08476', 'https://arxiv.org/pdf/2104.10350']"
q226,Unable to answer with confidence based on the provided documents.,is_blank,seconds,"The provided documents mention 'Fig. 4. Execution time breakdown.' and discuss fine-tuning Mixtral models on NVIDIA A40 GPUs, including the availability of latency breakdown results. However, the exact numerical value for the total execution time of a sparse Mixtral model with a batch size of 1 fine-tuned on an NVIDIA A40-48 GB GPU is not explicitly stated in the text snippets. To obtain this value, access to the actual Figure 4 or additional data would be required.","The document 'xia2024' mentions a 'Fig. 4. Execution time breakdown.' for Mixtral fine-tuning on NVIDIA A40 GPUs and that latency breakdown results can be obtained. However, the specific numerical value for the *total execution time* for a sparse Mixtral model with a batch size of 1 on an A40-48 GB GPU is not explicitly present in the provided text excerpts. Without the actual figure or more detailed numerical data in the text, it's not possible to confidently extract the answer.",['xia2024'],['https://arxiv.org/pdf/2408.04693']
q227,FALSE,0,is_blank,"The public health impact of AI is highly unevenly distributed across different counties and communities, disproportionately affecting certain (often low-income) communities. For example, all the top-10 most impacted counties in the U.S. have lower median household incomes than the national median value. The ratio of the highest county-level per-household health cost to the lowest cost is approximately 200.","The document explicitly states that 'The public health impact of AI is highly unevenly distributed across different counties and communities, disproportionately affecting certain (often low-income) communities'. It further highlights that 'the public health costs are more felt in disadvantaged communities, where the per-household health burden could be 200x more than that in less-impacted communities'.",['han2024'],['https://arxiv.org/pdf/2412.06288']
q228,Unable to answer with confidence based on the provided documents.,is_blank,is_blank,is_blank,"The provided documents include a reference to a 2019 paper by Sun et al. on CPU and GPU design trends ('wu2021b'). However, the content of this paper or any other document does not elaborate on the specific claim regarding GPU theoretical performance per watt doubling approximately every 3-4 years as of 2019 product data. Therefore, the information needed to confidently answer True or False is not present.","['wu2021b', 'cottier2024', 'morrison2025']","['https://arxiv.org/pdf/2108.06738', 'https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2405.21015']"
q229,Ollama,Ollama,is_blank,"We apply quantization through Ollama [19], an open-source platform known for its support of edge computing principles and privacy-centric deployments.","The document states that 4-bit quantization was applied through Ollama, which is described as an open-source platform supporting edge computing and privacy-centric deployments, directly answering the question.","['griggs2024', 'khan2025', 'zschache2025']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2504.06307', 'https://arxiv.org/pdf/2508.14170 ']"
q232,Backblaze,Backblaze,is_blank,"First, loading data from Backblaze costs $0.01/GB from anywhere in the world, which gives us a rate of $0.144/h for the CV and $0.083/h for the NLP experiments. Even when CV throughput is less than half of the NLP model (Figure 10a), images are much larger than text, resulting in a higher data rate. While this is close to the spot instance costs of GC ($0.18/h) and Azure ($0.134/h), these are one-time costs until the entire dataset is downloaded and retrieved from the disk cache, assuming large enough local storage.",The document explicitly states that data was loaded from Backblaze for experiments involving spot instances.,"['erben2023', 'kim2025']","['https://arxiv.org/pdf/2504.11816', 'https://arxiv.org/pdf/2306.03163']"
q233,TRUE,1,is_blank,"Additionally, the energy consumption during inference is shown to highly correlate with the model’s runtime. This makes the duration of computations a valuable proxy measure for energy consumption in settings where the latter cannot be traced.",The document explicitly states that 'the energy consumption during inference is shown to highly correlate with the model’s runtime' and that 'the relation between duration and energy is approximately linear.',"['zschache2025', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2508.14170 ']"
q234,Unable to answer with confidence based on the provided documents.,is_blank,is_blank,[78] U.S. Congress. 2024. S.3732 - Artificial Intelligence Environmental Impacts Act of 2024. https://www.congress.gov/bill/118th-congress/senate-bill/3732/ Accessed: 2025-03-18.,"The provided document mentions the 'Artificial Intelligence Environmental Impacts Act of 2024' and its bill number (S.3732), but it does not specify the name of the U.S. Senator who introduced the bill.",['ebert2024'],['https://arxiv.org/pdf/2410.06681']
q235,$11.06/hr,11.06,USD per hour,"| H100 | H20 | TPU v6e [7] 

|---|---|---|
| BF16 TFLOPs | 989 | 148 | 918 
| Memory capacity | 80 GB | 96 GB | 32 GB 
| Memory bandwidth | 3.35 TB/s | 4.0 TB/s | 1.64 TB/s 
| Power rating | 700 W | 400 W | unlisted 
| Inter-chip bandwidth | 450 GB/s | 450 GB/s | 448 GB/s 
| Network bandwidth | 400 Gbps | 400 Gbps | 200 Gbps 
| Price per chip [2] | $11.06/hr | $4.63/hr * | $2.70/hr",Table,"['cottier2024', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2405.21015']"
q236,4 years,4,years,"Morrison et al. (2025) state: ""Internally, we assume a 4 year lifespan for our GPUs..."" Cottier et al. (2024) also provide a data point that suggests an ""expected hardware lifetime would be 3.7 years"" based on observed failure rates of NVIDIA A100 GPUs.",Morrison et al. (2025) directly state their assumed GPU lifespan. Cottier et al. (2024) provide a calculated expected lifetime from a different perspective (hardware failures) which is very close to the assumed lifespan.,"['cottier2024', 'morrison2025']","['https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2405.21015']"
q237,Unable to answer with confidence based on the provided documents.,is_blank,V100_32GB_GPUs,is_blank,"The retrieved documents confirm that NVIDIA V100 GPUs exist with 32GB of memory and that LLaMA models up to 13 billion parameters are relevant. However, the documents do not provide the specific memory footprint in gigabytes (GB) for the LLaMA-13B model. Without this crucial information, it is not possible to calculate the number of GPUs required, even with the condition of running without compression or quantization (which still requires knowing the base precision, e.g., FP16 or FP32, to convert parameters to GB).","['xia2024', 'griggs2024']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2408.04693']"
q238,"Google's Gemma family of language models emitted 1247.61 tCO2e during pre-training, which is over 4 times the 'five cars' estimate of 284 tCO2e.",1247.61,tCO2e,luccioni2025c,"The document 'luccioni2025c' states: 'Google reports that training their open source Gemma family of language models emitted 1247.61 tons CO₂e,³⁴ over 4x the estimate that forms the basis for the “five cars” number'. The same document identifies the 'five cars' estimate as 284 metric tons (tCO2e).","['luccioni2023', 'morrison2025']","['https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2302.08476']"
q239,Unable to answer with confidence based on the provided documents.,is_blank,hours,is_blank,"The document states that ELMo was trained on ""3 NVIDIA GTX 1080 GPUs for 2 weeks (336 hours)"". However, the question asks for the training time on ""3 NVIDIA GTX 1080 Ti GPUs"". The GTX 1080 and GTX 1080 Ti are distinct GPU models with different specifications, and the provided text does not offer information for the 'Ti' variant. Therefore, the exact answer cannot be confidently extracted.","['strubell2019', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/1906.02243']"
q240,3.1 L/kWh,3.1,L/kWh,"For electricity generation, the U.S. national average water withdrawal and consumption are estimated at about 43.8 L/kWh [20] and 3.1 L/kWh [8], respectively.",Quote,"['li2025b', 'morrison2025']","['https://arxiv.org/pdf/2304.03271', 'https://arxiv.org/pdf/2503.05804']"
q241,1.10-1.11 PUE,"[1.10,1.11]",PUE,"The PUE for the Iowa datacenter where we ran Evolved Transformer is 1.11, a factor of 1.4X better. We use Google Georgia datacenter’s PUE from the period in which the search computation was run (1.10 in Table 4)","The document, published in April 2021, states the PUE for Google's Iowa datacenter as 1.11 and Google's Georgia datacenter as 1.10. These values are specific reported PUEs for Google's data centers around the 2021 timeframe, which are considered hyperscale.","['wu2021b', 'patterson2021']","['https://arxiv.org/pdf/2108.06738', 'https://arxiv.org/pdf/2104.10350']"
q242,up to 96%,96,percent,"Research shows that in North America, AWS can lower its customers’ workload carbon footprints by up to 96% compared to on-premises computing workloads when the electricity AWS uses is matched with 100% renewable energy—a goal that Amazon, including AWS, achieved in 2023.",Quote,['amazon2023'],['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']
q243,$3460,3460,USD,"For example, our model predicted that fine-tuning a sparse Mixtral model using a realistic data size of 2M queries can be done with NVIDIA H100 GPU with a cost of $3460.",Quote,['xia2024'],['https://arxiv.org/pdf/2408.04693']
q244,50-70%,50-70,percent,"GPUs are the dominant worker and energy consumer in a system running ML services, accounting for 50–70% of the total provisioned power in the datacenter [52–54, 58].",Quote,"['fernandez2025', 'chung2025', 'jegham2025']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2504.17674']"
q245,96,96,H100 GPUs,We conduct training on a cluster containing 12 nodes and 96 H100s.,Quote,"['shen2024', 'zschache2025']","['https://arxiv.org/pdf/2404.07413', 'https://arxiv.org/pdf/2508.14170 ']"
q247,Unable to answer with confidence based on the provided documents.,is_blank,Watts,is_blank,"The provided documents state that GPU power consumption is logged at sub-second intervals for a single node during training (morrison2025), but they do not contain specific data for the average GPU power during the first 300 logging steps of OLMo 2 7B training. The tables in morrison2025 provide total MWh for training, not average power for specific logging steps.","['chung2025', 'zschache2025', 'morrison2025']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2508.14170 ']"
q248,"11,023 lbs",11023,lbs,strubell2019,"Table 3 in Strubell et al. (2019) lists 'Human life, avg, 1 year' as having 11,023 CO2e emissions. The units within this table are implicitly in pounds based on common reporting practices in similar contexts within the paper, and the overall context of the paper which discusses carbon emissions in various units including pounds.","['patterson2021', 'amazon2023', 'morrison2025']","['https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf', 'https://arxiv.org/pdf/2503.05804', 'https://arxiv.org/pdf/2104.10350']"
q249,1.25x,1.25,multiplier,"As expected, we observe that the A100 outperforms V100 on both the Alpaca and GSM8K datasets: particularly for the smaller LLaMA 7B and 13B, we see anywhere from a 2 times (7B) to a 1.25 times increase (13B) in inference latency on the A100 when compared to the V100 across words per second, tokens per second, and responses per second. Faster response rates and inference are likely due to the fact that the number of computations...","The document states that for LLaMA 13B, there is a '1.25 times increase' in performance metrics like 'words per second, tokens per second, and responses per second' on A100 GPUs compared to V100 GPUs. Although the sentence uses the term 'inference latency', the accompanying metrics (words per second, tokens per second, responses per second) are measures of throughput, and the overall context indicates A100 outperforms V100 with 'Faster response rates and inference'. Therefore, '1.25 times increase' refers to an increase in throughput, which is a speedup.","['griggs2024', 'samsi2024']","['https://arxiv.org/pdf/2310.03003', 'https://arxiv.org/pdf/2404.14527']"
q250,0.42 Wh,0.42,Wh,"Our framework estimates 0.42 Wh (±0.13 Wh) for a short GPT-4o prompt (0.37 Wh without datacenter overhead), within 19% of Altman’s figure.",The document explicitly states that their framework estimates 0.42 Wh for a short GPT-4o prompt.,"['luccioni2025c', 'jegham2025']","['https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2506.15572']"
q251,Unable to answer with confidence based on the provided documents.,is_blank,percent,is_blank,"The provided documents mention that InferSave can achieve cost savings for online workloads and refer to figures and tables that compare InferSave with Max-Performance for different SLOs (e.g., 100 TPS and 200 TPS). However, the specific data for an online workload with a 400 TPS SLO, including the exact costs for Max-Performance and InferSave's top choice, is not present in the text. Therefore, a percentage difference cannot be calculated.","['griggs2024', 'kim2025']","['https://arxiv.org/pdf/2404.14527', 'https://arxiv.org/pdf/2504.11816']"
q252,A V100 or A30 GPU,V100 or A30,is_blank,"For models generating a single token per inference, a V100 or even a A30 GPU is more efficient in inference.","The document states directly that for models generating a single token per inference, V100 or A30 GPUs are more efficient.","['chung2025', 'patterson2021', 'zschache2025']","['https://arxiv.org/pdf/2505.06371', 'https://arxiv.org/pdf/2104.10350', 'https://arxiv.org/pdf/2508.14170 ']"
q254,TRUE,1,is_blank,"Reporting the computational price tag of finding, training, and running models is a key Green AI practice (see Equation 1). In addition to providing transparency, price tags are baselines that other researchers could improve on.","The document explicitly states that 'Reporting the computational price tag of finding, training, and running models is a key Green AI practice'.",['schwartz2019'],['https://arxiv.org/pdf/1907.10597']
q255,Unable to answer with confidence based on the provided documents.,is_blank,metric tons,is_blank,"The document 'luccioni2025a' cites 'The global e-waste monitor 2024', which would likely contain the requested information. However, the provided text snippet from 'luccioni2025a' only includes the citation and not the specific data point for the total amount of electronic waste generated worldwide in 2022.","['luccioni2025a', 'amazon2023']","['https://arxiv.org/pdf/2501.16548', 'https://sustainability.aboutamazon.com/2023-amazon-sustainability-report.pdf']"
q256,Unable to answer with confidence based on the provided documents.,is_blank,Watts,is_blank,"The average power for the TPU v2 is stated as 208 Watts in 'patterson2021'. However, the documents provided do not explicitly state the average system power per processor for the V100 GPU. While 'luccioni2023' mentions the V100 as a popular piece of hardware and discusses a range of TDPs (180W to 450W for GTX 1080 and TPU v3 respectively), it does not specify the V100's TDP or average power. Therefore, a confident calculation of the difference cannot be made.","['luccioni2023', 'cottier2024', 'patterson2021']","['https://arxiv.org/pdf/2405.21015', 'https://arxiv.org/pdf/2302.08476', 'https://arxiv.org/pdf/2104.10350']"
q257,"700,000 liters",700000,liters,"For example, training the GPT-3 language model in Microsoft’s state-of-the-art U.S. data centers can directly evaporate 700,000 liters of clean freshwater, but such information has been kept a secret.",Quote,"['luccioni2025a', 'li2025b', 'jegham2025']","['https://arxiv.org/pdf/2304.03271', 'https://arxiv.org/pdf/2505.09598', 'https://arxiv.org/pdf/2501.16548']"
q258,20x,20,multiplier,"Figure 2(c) illustrates that between 2019 and 2021, the size of recommendation models at Facebook has increased by 20×",Quote,['wu2021a'],['https://arxiv.org/pdf/2111.00364']
q259,o3-mini,o3-mini,is_blank,"As shown in Figure 8, OpenAI’s reasoning models dominate the eco-efficiency frontier. o3-mini achieved the highest cross-efficiency score (0.884), closely followed by o1-mini (0.836) and Anthropic’s Claude 3.7 Sonnet (0.825), which combines strong reasoning ability with a relatively modest environmental footprint. GPT-4o (Mar) (0.789) and o3 (0.758) also performed well. These results suggest that downsizing reasoning models can yield meaningful sustainability gains without compromising performance.",The document states that 'o3-mini achieved the highest cross-efficiency score (0.884)' in the eco-efficiency analysis.,['jegham2025'],['https://arxiv.org/pdf/2505.09598']
q260,TRUE,1,is_blank,"We must go beyond efficiency optimization and build a sustainable ecosystem to achieve environmentally-sustainable computing. For instance, develop expandable hardware and software stack that facilitate significantly longer lifetimes than the current averages of less than 3 years for cell phones [Cordella et al., 2020] and 4 to 5 years for servers [Ascierto and Lawrence, 2020]. Modular system design will enable component-level upgrades without having to decommission the system at its entirety, reducing overall electronic waste and the environmental footprint [Fairphone].","The document explicitly states that the current average lifetime for cell phones is less than 3 years, and discusses this in the context of reducing electronic waste and environmental footprint.",['wu2021b'],['https://arxiv.org/pdf/2108.06738']
q261,TRUE,1,is_blank,"CV’s per-GPU speedup (speedup / GPUs) is almost linear (0.43, 0.42, 0.43, 0.41, 0.41), while NLP starts dropping off faster (0.51, 0.47, 0.45, 0.40, 0.34) for 2, 3, 4, 6 and 8 GPUs, respectively. We used Google Cloud [5] for all experiments in this section, as they were the first to give us access to all necessary zones. ... We decided to use the n1-standard-8 template with eight cores, 30 GB memory, and a T4 GPU...","The document 'erben2023' states that CV's per-GPU speedup is 'almost linear' with values like (0.43, 0.42, 0.43, 0.41, 0.41) for 2, 3, 4, 6, and 8 GPUs, respectively. This context is within experiments conducted on Google Cloud using T4 GPUs, which are referred to as 'intra-zone' in the experimental design.","['xia2024', 'kim2025', 'wu2021a']","['https://arxiv.org/pdf/2504.11816', 'https://arxiv.org/pdf/2408.04693', 'https://arxiv.org/pdf/2111.00364']"
q264,Unable to answer with confidence based on the provided documents.,is_blank,tokens,is_blank,"The provided documents discuss the FLM-101B model's architecture, training cost, and performance, but do not specify its context window size or maximum sequence length.",['li2025a'],['https://arxiv.org/pdf/2309.03852']
q265,TRUE,1,is_blank,"Generally, LLMs and VLMs consume significantly less power than the GPU's TDP because LLM decoding, the dominant operation for LLM serving, is memory-intensive and does not fully utilize the GPU's compute resources. Diffusion models, on the other hand, consume nearly the maximum power of the GPU when batch size is not small. This is because Diffusion models are significantly more compute-intensive compared to LLM decoding. It can be seen that the LLM’s power consumption is much lower than what the GPUs can draw at maximum, whereas the Diffusion model’s power consumption is close to the maximum. This is because LLM decoding is characterized by low compute-intensity, meaning that the number of arithmetic operations (e.g., multiplication and addition) per byte of memory loaded is low [37, 58]. This leads to the GPU’s computation throughput being bottlenecked by VRAM bandwidth and results in the GPU’s computation units being underutilized, leading to low power draw.","The documents explicitly state that LLMs consume significantly less power than diffusion models during inference because LLM decoding is memory-intensive, has low compute-intensity, and is bottlenecked by VRAM bandwidth, leading to underutilization of GPU compute resources and thus lower power draw. In contrast, diffusion models are more compute-intensive and consume near maximum GPU power.",['chung2025'],['https://arxiv.org/pdf/2505.06371']
